52 - Adolescent birth rate

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Adolescent birth rate,Southern Asia,4,Afghanistan,2003,Female,146,-,-,1,1,2010 DHS Special -  Mortality Survey,Excluding areas in the South zone.,-,-,-,-,-
Adolescent birth rate,Southern Asia,4,Afghanistan,2008,Female,90,-,-,1,1,2010 DHS Special -  Mortality Survey,Excluding areas in the South zone.,-,-,-,-,-
Adolescent birth rate,Southern Asia,4,Afghanistan,1998,Female,175,-,-,1,1,2010 DHS Special -  Mortality Survey,Excluding areas in the South zone.,-,-,-,-,-
Adolescent birth rate,Southern Asia,50,Bangladesh,2000,Female,134,-,-,1,1,Bangladesh Maternal Health Services and Maternal Mortality Survey 2001,-,-,-,-,-,-
Adolescent birth rate,Southern Asia,50,Bangladesh,2005,Female,133.4,-,-,1,1,Survey,2007 DHS,-,-,-,-,-
Adolescent birth rate,Southern Asia,50,Bangladesh,2009,Female,128,-,-,1,1,2011 DHS,-,-,-,-,-,-
Adolescent birth rate,Southern Asia,50,Bangladesh,1998,Female,147,-,-,1,1,Survey,1999-2000 DHS,-,-,-,-,-
Adolescent birth rate,Southern Asia,50,Bangladesh,2001,Female,146,-,-,1,1,2004 DHS,-,-,-,-,-,-
Adolescent birth rate,Southern Asia,50,Bangladesh,2004,Female,133,-,-,1,1,2007 DHS,-,-,-,-,-,-
Adolescent birth rate,Southern Asia,50,Bangladesh,1995,Female,157,-,-,1,1,Survey,1996-1997 DHS,-,-,-,-,-
Adolescent birth rate,Southern Asia,50,Bangladesh,1997,Female,147,-,-,1,1,1999-2000 DHS,-,-,-,-,-,-
Adolescent birth rate,Southern Asia,50,Bangladesh,2002,Female,145.8,-,-,1,1,Survey,2004 DHS,-,-,-,-,-
Adolescent birth rate,Southern Asia,64,Bhutan,2000,Female,61.7,-,-,1,1,Bhutan National Health Survey,-,-,-,-,-,-
Adolescent birth rate,Southern Asia,64,Bhutan,2005,Female,46.3,-,-,1,1,National Statistics,-,-,-,-,-,-
Adolescent birth rate,Southern Asia,64,Bhutan,2009,Female,59,-,-,1,1,2010 MICS,-,-,-,-,-,-
Adolescent birth rate,Southern Asia,144,Sri Lanka,1999,Female,30.3,-,-,2,1,National Statistics & WPP2012,-,-,-,-,-,-
Adolescent birth rate,Southern Asia,144,Sri Lanka,2003,Female,29,-,-,2,1,National Statistics & WPP2012,-,-,-,-,-,-
Adolescent birth rate,Southern Asia,144,Sri Lanka,2000,Female,30.8,-,-,2,1,National Statistics & WPP2012,-,-,-,-,-,-
Adolescent birth rate,Southern Asia,144,Sri Lanka,1996,Female,31.2,-,-,2,1,UNSD & WPP2012,-,-,-,-,-,-
Adolescent birth rate,Southern Asia,144,Sri Lanka,1998,Female,30,-,-,2,1,National Statistics & WPP2012,-,-,-,-,-,-
Adolescent birth rate,Southern Asia,144,Sri Lanka,2001,Female,30.3,-,-,2,1,National Statistics & WPP2012,-,-,-,-,-,-
Adolescent birth rate,Southern Asia,144,Sri Lanka,2004,Female,28,-,-,1,1,2006-2007 DHS,-,-,-,-,-,-
