31d - Educational attainment (post-secondary) of the population aged 25 and older  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of births attended by skilled health professional,Southern Asia,4,Afghanistan,2003,Female,14.3,-,-,1,1,0,Source: Central Statistics Office  UNICEF. Multiple Indicator Cluster Survey - 2003 Afghanistan. Afghanistan 2003.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,4,Afghanistan,2008,Female,24,-,-,1,1,Other NS_2008,-,-,-,-,-,-
Proportion of births attended by skilled health professional,Southern Asia,4,Afghanistan,2010,Female,34.3,-,-,1,1,0,Source: Afghan Public Health Institute  Ministry of Public Health (APHI/MoPH) [Afghanistan]  Central Statistics Organization (CSO) [Afghanistan]  ICF Macro  Indian Institute of Health Management Research (IIHMR) [India]  and World Health Organization Regional Office for the Eastern Mediterranean (WHO/EMRO) [Egypt]. Afghanistan Mortality Survey 2010. Calverton  Maryland  USA: APHI/MoPH  CSO  ICF Macro  IIHMR and WHO/EMRO  2011.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,4,Afghanistan,2011,Female,38.6,-,-,1,1,0,Source: Central Statistics Organisation (CSO) and UNICEF. Afghanistan Multiple Indicator Cluster Survey 2010-2011: Final Report. Kabul: Central Statistics Organisation (CSO) and UNICEF  2012.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,4,Afghanistan,2012,Female,39.9,-,-,1,1,0,Source: Central Statistics Organization. National Risk and Vulnerability Assessment 2011-12. Afghanistan Living Condition Survey. Kabul  CSO; 2014.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,4,Afghanistan,2014,Female,45.2,-,-,1,1,0,Source: Central Statistics Organization (CSO). Afghanistan Living Conditions Survey 2013-14. Kabul: National Risk and Vulnerability Assessment  CSO; 2016.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,4,Afghanistan,2015,Female,50.5,-,-,1,1,0,Source: Central Statistics Organization (CSO)  Ministry of Public Health (MoPH)  and ICF International. Afghanistan Demographic and Health Survey 2015: Key Indicators. Kabul  Afghanistan  and Rockville  Maryland USA: Central Statistics Organization  Ministry of Public Health  and ICF International; 2016.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,50,Bangladesh,1999,Female,12.1,-,-,1,1,DHS  1999-2000,-,-,-,-,-,-
Proportion of births attended by skilled health professional,Southern Asia,50,Bangladesh,2003,Female,13.9,-,-,1,1,0,Source: UNICEF Summary Results of Multiple Indicator Cluster Survey 2003 Prelimiary Report. (Data provided by UNICEF March 2016).,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,50,Bangladesh,2000,Female,12.1,-,-,1,1,0,Source: National Institute of Population Research and Training (NIPORT)  Mitra and Associates (MA)  and ORC Macro (ORCM). 2001. Bangladesh Demographic and Health Survey 1999-2000. Dhaka  Bangladesh and Calverton  Maryland [USA]: National Institute of Population Research and Training  Mitra and Associates  and ORC Macro.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,50,Bangladesh,2007,Female,18,-,-,1,1,0,Source: National Institute of Population Research and Training (NIPORT)  Mitra and Associates  and Macro International. Bangladesh Demographic and Health Survey 2007. Dhaka  Bangladesh and Calverton  Maryland  USA: National Institute of Population Research and Training  Mitra and Associates  and Macro International  2009.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,50,Bangladesh,2010,Female,26.5,-,-,1,1,0,Source: National Institute of Population Research and Training (NIPORT)  MEASURE Evaluation  and icddr b. Bangladesh Maternal Mortality and Health Care Survey 2010. Dhaka  Bangladesh: NIPORT  MEASURE Evaluation  and icddr b  2012.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,50,Bangladesh,1996,Female,8,-,-,1,1,DHS  1996-1997,-,-,-,-,-,-
Proportion of births attended by skilled health professional,Southern Asia,50,Bangladesh,2001,Female,12,-,-,1,1,0,Source: National Institute of Population Research and Training (NIPORT)  ORC Macro  Johns Hopkins University and ICDDR B. Bangladesh Maternal Health Services and Maternal Mortality Survey 2001. Dhaka  Bangladesh and Calverton  Maryland  USA: NIPORT  ORC Macro  Johns Hopkins University  and ICDDR B  2003.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,50,Bangladesh,2004,Female,13.2,-,-,1,1,0,Source: National Institute of Population Research and Training (NIPORT)  Mitra and Associates  and ORC Macro. Bangladesh Demographic and Health Survey 2004. Dhaka  Bangladesh and Calverton  Maryland [USA]: National Institute of Population Research and Training  Mitra and Associates  and ORC Macro  2005.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,50,Bangladesh,2006,Female,20.1,-,-,1,1,0,Source: Bangladesh Bureau of Statistics  Planning Division  Ministry of Planning  UNICEF. Multiple Indicator Cluster Survey. Progotir Pathey 2006. Volume I: Technical Report. Bangladesh  2007. ,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,50,Bangladesh,2011,Female,31.7,-,-,1,1,0,Source: National Institute of Population Research and Training (NIPORT)  Mitra and Associates  and IFC International. Bangladesh Demographic and Health Survey 2011 - Preliminary Report. Dhaka  Bangladesh and Calverton  Maryland  USA: National Institute of Population Research and Training  Mitra and Associates  and ICF International  2011.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,50,Bangladesh,1997,Female,8,-,-,1,1,0,Source: Mitra  S.N.  Ahmed A1-Sabir  Anne R. Cross  and Kanta Jamil. Bangladesh Demographic and Health Survey  1996-1997. Dhaka and Calverton  Maryland: National Institute of Population Research and Training (NIPORT)  Mitra and Associates  and Macro International Inc.  1997.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,50,Bangladesh,2013,Female,34.4,-,-,1,1,0,Source: National Institute of Population Research and Training (NIPORT). Utilization of Essential service Delivery Survey 2013. Provisional Report. Bangladesh; 2014.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,50,Bangladesh,2013,Female,36.5,-,-,1,1,0,Source: Bangladesh Multiple Indicator Cluster Survey 2012-2013  ProgotirPathey: Final Report. Bangladesh Bureau of Statistics (BBS) and UNICEF Bangladesh  Dhaka  Bangladesh; 2014.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,50,Bangladesh,2014,Female,42.1,-,-,1,1,0,Source: National Institute of Population Research and Training (NIPORT)  Mitra and Associates  ICF International. Bangladesh Demographic and Health Survey 2014. Dhaka  Bangladesh  and Rockville  Maryland  USA: NIPORT  Mitra and Associates  ICF International; 2016. ,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,64,Bhutan,2003,Female,56.1,-,-,1,1,0,Source: National Statistical Bureau. Bhutan Living Standard Survey (BLSS) 2003. Bhutan  2004.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,64,Bhutan,2008,Female,66.3,-,-,1,1,0,Source: National Statistics Bureau. Statistical Yearbook of Bhutan 2010. Bhutan  2010.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,64,Bhutan,2000,Female,23.7,-,-,1,1,0,Source: Department of Health Services  Ministry of Health and Education. A Report - National Health Survey 2000. Thimphu Bhutan  2001.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,64,Bhutan,2005,Female,52.3,-,-,1,1,0,Source: National Statistics Bureau. Statistical Yearbook of Bhutan 2010. Bhutan  2010.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,64,Bhutan,2007,Female,71.4,-,-,1,1,0,Source: National Statistics Bureau. Bhutan Living Standard Survey 2007 - Report. Bhutan  2007.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,64,Bhutan,2007,Female,53.6,-,-,1,1,0,Source: National Statistics Bureau. Statistical Yearbook of Bhutan 2010. Bhutan  2010.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,64,Bhutan,2009,Female,66,-,-,1,1,0,Source: National Statistics Bureau. Statistical Yearbook of Bhutan 2010. Bhutan  2010.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,64,Bhutan,2010,Female,70,-,-,1,1,0,Source: National Statistics Bureau. Statistical Yearbook of Bhutan 2011. Bhutan  2011.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,64,Bhutan,2010,Female,64.5,-,-,1,1,0,Source: National Statistics Bureau. Bhutan Multiple Indicator Survey 2010. National Statistics Bureau  Thrimphu  Bhutan  2011.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,64,Bhutan,2006,Female,57.1,-,-,1,1,0,Source: National Statistics Bureau. Statistical Yearbook of Bhutan 2010. Bhutan  2010.,0,0,0,0,0
Proportion of births attended by skilled health professional,Southern Asia,64,Bhutan,2011,Female,70,-,-,1,1,0,Source: National Statistics Bureau. Statistical Yearbook of Bhutan 2013. Bhutan  2014.,0,0,0,0,0
