43 - Women’s share of government ministerial positions

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,26.2,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,1.4,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,12.9,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,8.6,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,14.2,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,7.3,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,8.08,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,0,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,0.51,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,0.44,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,0.69,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,0.98,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,1.04,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,0.82,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,0.64,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,1.14,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,1.17,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,0.6,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,1.19,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,0.45,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,1.27,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,1.42,-,-,2,2,-,-,-,-,-,-,-
Adult mortality 35-59 years by cause,Southern Asia,144,Sri Lanka,2006,Female,1.61,-,-,2,2,-,-,-,-,-,-,-
