46 - Share of female police officers

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Share of female police officers,Southern Asia,64,Bhutan,2012,Female,0.07,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,64,Bhutan,2013,Female,0.08,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,356,India,2008,Female,0.04,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,356,India,2005,Female,0.03,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,356,India,2007,Female,0.04,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,356,India,2009,Female,0.04,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,356,India,2010,Female,0.05,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,356,India,2004,Female,0.03,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,356,India,2006,Female,0.04,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,356,India,2011,Female,0.06,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,356,India,2012,Female,0.06,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,356,India,2013,Female,0.07,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,462,Maldives,2008,Female,0.1,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,462,Maldives,2009,Female,0.09,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,462,Maldives,2010,Female,0.1,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,462,Maldives,2011,Female,0.09,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,462,Maldives,2012,Female,0.09,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Southern Asia,462,Maldives,2013,Female,0.09,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,8,Albania,2008,Female,0.08,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,8,Albania,2009,Female,0.09,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,8,Albania,2010,Female,0.09,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,8,Albania,2011,Female,0.1,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,8,Albania,2012,Female,0.1,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,8,Albania,2013,Female,0.11,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,8,Albania,2014,Female,0.11,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,20,Andorra,2008,Female,0.09,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,20,Andorra,2007,Female,0.09,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,20,Andorra,2009,Female,0.09,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,20,Andorra,2010,Female,0.09,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,20,Andorra,2011,Female,0.09,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,20,Andorra,2012,Female,0.09,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,20,Andorra,2013,Female,0.09,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,20,Andorra,2014,Female,0.11,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,40,Austria,2008,Female,0.11,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,40,Austria,2005,Female,0.09,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,40,Austria,2007,Female,0.11,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,40,Austria,2009,Female,0.12,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,40,Austria,2010,Female,0.13,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,40,Austria,2004,Female,0.09,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,40,Austria,2006,Female,0.1,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,40,Austria,2011,Female,0.13,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,40,Austria,2012,Female,0.13,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,40,Austria,2013,Female,0.15,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,40,Austria,2014,Female,0.15,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,56,Belgium,2014,Female,0.21,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,70,Bosnia and Herzegovina,2010,Female,0.06,-,-,1,1,-,-,-,-,-,-,-
Share of female police officers,Developed regions,70,Bosnia and Herzegovina,2011,Female,0.07,-,-,1,1,-,-,-,-,-,-,-
