35b - Antenatal care coverage  at least four visits

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Antenatal care coverage  at least four visits,Southern Asia,4,Afghanistan,2010,Female,16.1,-,-,1,1,Source: DHS_2010,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,4,Afghanistan,2010,Female,14.6,-,-,1,1,Source: MICS_2010-2011,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,4,Afghanistan,2011,Female,14.6,-,-,1,1,MICS_2010-2011,-,-,-,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,4,Afghanistan,2013,Female,22.7,-,-,1,1,Source: Living Conditions Survey_2013-2014,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,4,Afghanistan,2015,Female,17.8,-,-,1,1,Source: DHS KIR(Prelim)_2015,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,50,Bangladesh,1999,Female,10.5,-,-,1,1,Source: DHS_1999-2000,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,50,Bangladesh,2000,Female,10.5,-,-,1,1,DHS_1999-2000,-,-,-,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,50,Bangladesh,2007,Female,20.6,-,-,1,1,Source: DHS_2007,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,50,Bangladesh,2010,Female,23.4,-,-,1,1,Source: Maternal Mortality and Health Care Survey (Prelim)_2011,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,50,Bangladesh,1996,Female,5.8,-,-,1,1,Source: DHS_1996-1997,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,50,Bangladesh,2001,Female,11.6,-,-,1,1,Source: DHS_2001,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,50,Bangladesh,2004,Female,15.9,-,-,1,1,Source: DHS_2004,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,50,Bangladesh,2011,Female,25.5,-,-,1,1,Source: DHS_2011,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,50,Bangladesh,1997,Female,5.8,-,-,1,1,DHS_1996-1997,-,-,-,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,50,Bangladesh,2013,Female,24.7,-,-,1,1,Source: MICS: Progotir Pathey Approved Final_2012-2013,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,50,Bangladesh,2014,Female,31.2,-,-,1,1,Source: DHS_2014,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,64,Bhutan,2010,Female,77.3,-,-,1,1,Source: MICS_2010,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,64,Bhutan,2012,Female,81.5,-,-,1,1,Source: National Health Survey_2012,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,64,Bhutan,2015,Female,85,-,-,1,1,Source: National Nutrition Survey_2015,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,144,Sri Lanka,2007,Female,92.5,-,-,1,1,DHS_2006-2007,-,-,-,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,144,Sri Lanka,2006,Female,92.5,-,-,1,1,Source: DHS_2006-2007,-,-,-,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,356,India,1999,Female,29.5,-,-,1,1,NFHS_1998-1999,-,-,-,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,356,India,2005,Female,37,-,-,1,1,Source: NFHS_2005-2006,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,356,India,1998,Female,29.5,-,-,1,1,Source: NFHS_1998-1999,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,356,India,2006,Female,37,-,-,1,1,NFHS_2005-2006,-,-,-,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,356,India,2013,Female,45.4,-,-,1,1,Source: Rapid Survey on Children_2013-2014,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,364,Iran (Islamic Republic of),2005,Female,94.3,-,-,1,1,Source: MoH_2005-2007,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,462,Maldives,1999,Female,65,-,-,1,1,Source: MoH_1999,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,462,Maldives,2009,Female,85.1,-,-,1,1,Source: DHS_2009,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,462,Maldives,2004,Female,91,-,-,1,1,Source: MoH_2004,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,524,Nepal,1996,Female,8.8,-,-,1,1,Source: DHS_1996,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,524,Nepal,2001,Female,14.3,-,-,1,1,Source: DHS_2001,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,524,Nepal,2006,Female,29.4,-,-,1,1,Source: DHS_2006,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,524,Nepal,2011,Female,50.1,-,-,1,1,Source: DHS_2011,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,524,Nepal,2014,Female,59.5,-,-,1,1,Source: MICS_2014,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,586,Pakistan,2007,Female,28.4,-,-,1,1,DHS_2006-2007,-,-,-,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,586,Pakistan,2006,Female,28.4,-,-,1,1,Source: DHS_2006-2007,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,586,Pakistan,2012,Female,36.6,-,-,1,1,Source: PAK_DHS_2012-2013,0,0,0,-,-,-
Antenatal care coverage  at least four visits,Southern Asia,586,Pakistan,2013,Female,36.6,-,-,1,1,DHS_2012-2013,-,-,-,-,-,-
