50 - Prevalence of female genital mutilation/cutting (for relevant countries only)

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Prevalence of female genital mutilation/cutting (for relevant countries only),Northern Africa,818,Egypt,2008,Female,91.1,-,-,1,1,-,-,-,-,-,-,-
Prevalence of female genital mutilation/cutting (for relevant countries only),Northern Africa,818,Egypt,2015,Female,87.2,-,-,1,1,Source: Health Issues Survey (DHS) 2015,0,0,0,0,-,-
Prevalence of female genital mutilation/cutting (for relevant countries only),Sub-Saharan Africa,120,Cameroon,2004,Female,1.4,-,-,1,1,Source: DHS 2004,0,0,0,0,-,-
Prevalence of female genital mutilation/cutting (for relevant countries only),Sub-Saharan Africa,140,Central African Republic,2010,Female,24.2,-,-,1,1,Source: MICS 2010,0,0,0,0,-,-
Prevalence of female genital mutilation/cutting (for relevant countries only),Sub-Saharan Africa,148,Chad,2010,Female,44.3,-,-,1,1,-,-,-,-,-,-,-
Prevalence of female genital mutilation/cutting (for relevant countries only),Sub-Saharan Africa,148,Chad,2014,Female,38.4,-,-,1,1,Source: DHS 2014-2015,0,0,0,0,-,-
Prevalence of female genital mutilation/cutting (for relevant countries only),Sub-Saharan Africa,204,Benin,2006,Female,12.9,-,-,1,1,-,-,-,-,-,-,-
Prevalence of female genital mutilation/cutting (for relevant countries only),Sub-Saharan Africa,204,Benin,2011,Female,7.3,-,-,1,1,-,-,-,-,-,-,-
Prevalence of female genital mutilation/cutting (for relevant countries only),Sub-Saharan Africa,204,Benin,2014,Female,9.2,-,-,1,1,Source: MICS 2014,0,0,0,0,-,-
Prevalence of female genital mutilation/cutting (for relevant countries only),Sub-Saharan Africa,231,Ethiopia,2005,Female,74.3,-,-,1,1,-,-,-,-,-,-,-
Prevalence of female genital mutilation/cutting (for relevant countries only),Sub-Saharan Africa,231,Ethiopia,2016,Female,65.2,-,-,1,1,Source: DHS Key Indicators Report 2016,0,0,0,0,-,-
Prevalence of female genital mutilation/cutting (for relevant countries only),Sub-Saharan Africa,232,Eritrea,2010,Female,83,-,-,1,1,Source: Population and Health Survey 2010,0,0,0,0,-,-
