30 - Effective transition rate from primary to secondary education (general programmes)  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,50,Bangladesh,2001,Female,22.03,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,50,Bangladesh,2001,Male,31.31,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,50,Bangladesh,2001,Both sexes,26.71,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,64,Bhutan,2005,Female,33.96,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,64,Bhutan,2005,Male,34.51,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,64,Bhutan,2005,Both sexes,34.37,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,144,Sri Lanka,2009,Female,72.73,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,144,Sri Lanka,2009,Male,75.53,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,144,Sri Lanka,2009,Both sexes,74.03,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Female,60,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Male,64.7,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Both sexes,62.5,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2012,Female,62.19,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2012,Male,67.64,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,364,Iran (Islamic Republic of),2012,Both sexes,65.08,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,462,Maldives,2006,Female,13.29,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,462,Maldives,2006,Male,16.57,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,462,Maldives,2006,Both sexes,14.94,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2009,Female,19.8,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2009,Male,43.6,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2009,Both sexes,32.2,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2011,Female,19.31,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2011,Male,46.09,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Southern Asia,586,Pakistan,2011,Both sexes,33.25,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2011,Female,81.77,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2011,Male,87.86,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,8,Albania,2011,Both sexes,84.77,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2006,Female,49.48,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2006,Male,49.33,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,20,Andorra,2006,Both sexes,49.4,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2011,Female,93.7,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2011,Male,93.5,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2011,Both sexes,93.6,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2012,Female,94.28,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2012,Male,94.62,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,36,Australia,2012,Both sexes,94.45,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2010,Female,77.1,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2010,Male,82.4,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2010,Both sexes,79.6,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2011,Female,77.5,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2011,Male,82.88,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,56,Belgium,2011,Both sexes,80.1,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2010,Female,44.8,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2010,Male,70,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2010,Both sexes,56.9,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2011,Female,44.89,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2011,Male,69.8,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,70,Bosnia and Herzegovina,2011,Both sexes,56.83,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,100,Bulgaria,2010,Female,91.7,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,100,Bulgaria,2010,Male,94.9,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,100,Bulgaria,2010,Both sexes,93.2,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,100,Bulgaria,2012,Female,93.01,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,100,Bulgaria,2012,Male,95.72,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,100,Bulgaria,2012,Both sexes,94.3,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,112,Belarus,2009,Female,87,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,112,Belarus,2009,Male,92.21,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,112,Belarus,2009,Both sexes,89.32,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,191,Croatia,2001,Female,71.5,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,191,Croatia,2001,Male,85.3,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,191,Croatia,2001,Both sexes,78,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,191,Croatia,2011,Female,84.99,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,191,Croatia,2011,Male,93.61,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,191,Croatia,2011,Both sexes,89.05,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,196,Cyprus,2010,Female,72.2,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,196,Cyprus,2010,Male,79.6,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,196,Cyprus,2010,Both sexes,75.8,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,196,Cyprus,2012,Female,76.01,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,196,Cyprus,2012,Male,81.7,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,196,Cyprus,2012,Both sexes,78.7,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,203,Czech Republic,2011,Female,99.8,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,203,Czech Republic,2011,Male,99.8,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,203,Czech Republic,2011,Both sexes,99.8,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,203,Czech Republic,2012,Female,99.87,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,203,Czech Republic,2012,Male,99.74,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,203,Czech Republic,2012,Both sexes,99.8,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,208,Denmark,2011,Female,96.1,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,208,Denmark,2011,Male,96.7,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,208,Denmark,2011,Both sexes,96.4,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,208,Denmark,2012,Female,95.54,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,208,Denmark,2012,Male,96.56,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,208,Denmark,2012,Both sexes,96.08,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,250,France,2010,Female,76.4,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,250,France,2010,Male,82.3,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,250,France,2010,Both sexes,79.2,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,250,France,2012,Female,78.01,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,250,France,2012,Male,83.21,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,250,France,2012,Both sexes,80.47,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,276,Germany,2010,Female,96,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,276,Germany,2010,Male,96.8,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,276,Germany,2010,Both sexes,96.4,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,276,Germany,2012,Female,96.29,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,276,Germany,2012,Male,97.03,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,276,Germany,2012,Both sexes,96.65,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,300,Greece,2010,Female,59.51,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,300,Greece,2010,Male,67,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,300,Greece,2010,Both sexes,63.15,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,348,Hungary,2011,Female,97.8,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,348,Hungary,2011,Male,98.7,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,348,Hungary,2011,Both sexes,98.2,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,348,Hungary,2012,Female,97.89,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,348,Hungary,2012,Male,98.72,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,348,Hungary,2012,Both sexes,98.29,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,352,Iceland,2005,Female,91,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,352,Iceland,2005,Male,91.58,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,352,Iceland,2005,Both sexes,91.3,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,372,Ireland,2010,Female,79.4,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,372,Ireland,2010,Male,78,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,372,Ireland,2010,Both sexes,78.7,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,372,Ireland,2011,Female,80.52,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,372,Ireland,2011,Male,78.56,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,372,Ireland,2011,Both sexes,79.56,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,376,Israel,2010,Female,83.1,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,376,Israel,2010,Male,86.5,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,376,Israel,2010,Both sexes,84.7,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,376,Israel,2012,Female,84.37,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,376,Israel,2012,Male,87.26,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,376,Israel,2012,Both sexes,85.76,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,380,Italy,2010,Female,69.1,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,380,Italy,2010,Male,79,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,380,Italy,2010,Both sexes,73.8,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,380,Italy,2012,Female,71.25,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,380,Italy,2012,Male,80.54,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,380,Italy,2012,Both sexes,75.68,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,428,Latvia,2011,Female,98.9,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,428,Latvia,2011,Male,98.7,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,428,Latvia,2011,Both sexes,98.8,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,428,Latvia,2012,Female,98.91,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,428,Latvia,2012,Male,98.95,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,428,Latvia,2012,Both sexes,98.93,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,440,Lithuania,2011,Female,89.3,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,440,Lithuania,2011,Male,94.5,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,440,Lithuania,2011,Both sexes,91.6,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,440,Lithuania,2012,Female,89.12,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,440,Lithuania,2012,Male,94.34,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,440,Lithuania,2012,Both sexes,91.42,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,470,Malta,2011,Female,64.7,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,470,Malta,2011,Male,75,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,470,Malta,2011,Both sexes,69.7,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,470,Malta,2012,Female,68.55,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,470,Malta,2012,Male,78.21,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,470,Malta,2012,Both sexes,73.29,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,498,Republic of Moldova,2010,Female,92.1,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,498,Republic of Moldova,2010,Male,95.7,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,498,Republic of Moldova,2010,Both sexes,93.8,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,498,Republic of Moldova,2012,Female,93.65,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,498,Republic of Moldova,2012,Male,96.63,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,498,Republic of Moldova,2012,Both sexes,95.03,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,499,Montenegro,2006,Female,97.5,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,499,Montenegro,2006,Male,98.8,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,499,Montenegro,2006,Both sexes,98.2,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,499,Montenegro,2011,Female,84.16,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,499,Montenegro,2011,Male,94.66,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,499,Montenegro,2011,Both sexes,89.22,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,528,Netherlands,2010,Female,87.1,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,528,Netherlands,2010,Male,90.6,-,-,2,2,-,-,-,-,-,-,-
Educational attainment (lower secondary) of the population aged 25 and older  by sex,Developed regions,528,Netherlands,2010,Both sexes,88.8,-,-,2,2,-,-,-,-,-,-,-
