49 - Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Southern Asia,50,Bangladesh,2011,Female,4.4,-,-,1,1,0,0,0,0,0,-,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Southern Asia,462,Maldives,2006,Female,6.2,-,-,1,1,Data pertain to women aged 15 - 49,0,0,0,0,0,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Developed regions,36,Australia,2003,Female,27,-,-,1,1,Data pertain to women aged 18 - 69 and 2002/03,0,0,0,0,0,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Developed regions,40,Austria,2014,Female,4,-,-,1,1,Data pertain to women aged 18 - 74,0,0,0,0,0,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Developed regions,56,Belgium,2014,Female,8,-,-,1,1,Data pertain to women aged 18 - 74,0,0,0,0,0,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Developed regions,100,Bulgaria,2014,Female,6,-,-,1,1,Data pertain to women aged 18 - 74,0,0,0,0,0,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Developed regions,191,Croatia,2014,Female,3,-,-,1,1,Data pertain to women aged 18 - 74,0,0,0,0,0,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Developed regions,196,Cyprus,2014,Female,2,-,-,1,1,Data pertain to women aged 18 - 74,0,0,0,0,0,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Developed regions,203,Czech Republic,2014,Female,4,-,-,1,1,Data pertain to women aged 18 - 74,0,0,0,0,0,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Developed regions,208,Denmark,2014,Female,11,-,-,1,1,Data pertain to women aged 18 - 74,0,0,0,0,0,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Developed regions,233,Estonia,2014,Female,9,-,-,1,1,0,0,0,0,0,-,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Developed regions,246,Finland,2014,Female,11,-,-,1,1,Data pertain to women aged 18 - 74,0,0,0,0,0,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Developed regions,276,Germany,2014,Female,7,-,-,1,1,Data pertain to women aged 18 - 74,0,0,0,0,0,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Developed regions,300,Greece,2014,Female,1,-,-,1,1,Data pertain to women aged 18 - 74,0,0,0,0,0,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Developed regions,348,Hungary,2014,Female,3,-,-,1,1,Data pertain to women aged 18 - 74,0,0,0,0,0,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Developed regions,372,Ireland,2014,Female,5,-,-,1,1,Data pertain to women aged 18 - 74,0,0,0,0,0,-
Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15,Developed regions,428,Latvia,2014,Female,7,-,-,1,1,Data pertain to women aged 18 - 74,0,0,0,0,0,-
