31e - Educational attainment (tertiary) of the population aged 25 and older  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,50,Bangladesh,2009,Female,2,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,50,Bangladesh,2009,Male,46,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,50,Bangladesh,2006,Female,4,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,50,Bangladesh,2006,Male,47,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,144,Sri Lanka,2009,Female,1,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,144,Sri Lanka,2009,Male,27,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,144,Sri Lanka,2006,Female,2,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,144,Sri Lanka,2006,Male,32,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,356,India,2009,Female,4,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,356,India,2009,Male,26,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,356,India,2006,Female,4,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,356,India,2006,Male,33,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,364,Iran (Islamic Republic of),2009,Female,2,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,364,Iran (Islamic Republic of),2009,Male,26,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,364,Iran (Islamic Republic of),2006,Female,5,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,364,Iran (Islamic Republic of),2006,Male,30,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,462,Maldives,2009,Female,11,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,462,Maldives,2009,Male,43,-,-,3,2,-,-,-,-,-,-,-
Smoking prevalence among persons aged 15 and over  by sex,Southern Asia,462,Maldives,2006,Female,12,-,-,3,2,-,-,-,-,-,-,-
