France	1986.0	Temps_physiologique_journalier_des_femmes_par_rapport_aux_hommes	+13_minutes	0.07222222222
France	1986.0	Temps_journalier_des_femmes_par_rapport_aux_hommes_dédié_au_travail---_études---_formation	-151_minutes	0.8388888889
France	1986.0	Temps_de_travail_domestique_par_jour_des_femmes_par_rapport_aux_hommes	+180_minutes	1.0
France	1986.0	Temps_de_travail_domestique_ménage_et_courses_par_jour_des_femmes_par_rapport_aux_hommes	+180_minutes	1.0
France	1986.0	Temps_de_soins_donnés_aux_enfants_par_jour_des_femmes_par_rapport_aux_hommes  +32_minutes	0.1777777778
France	1986.0	Temps_de_jardinage_et_bricolage_par_jour_des_femmes_par_rapport_aux_hommes	-32_minutes	0.1777777778
France	1986.0	Temps_libre_par_jour_des_femmes_par_rapport_aux_hommes	-41_minutes	0.2277777778
France	1986.0	Temps_passé_en_trajet_et_transports_des_femmes_par_rapport_aux_hommes_	-1_minutes	0.005555555556
France	1999.0	Temps_physiologique_journalier_des_femmes_par_rapport_aux_hommes	+17_minutes	0.09444444444
France	1999.0	Temps_journalier_des_femmes_par_rapport_aux_hommes_dédié_au_travail---_études---_formation	-123_minutes	0.6833333333
France	1999.0	Temps_de_travail_domestique_par_jour_des_femmes_par_rapport_aux_hommes	+143_minutes	0.7944444444
France	1999.0	Temps_de_travail_domestique_ménage_et_courses_par_jour_des_femmes_par_rapport_aux_hommes	+145_minutes	0.8055555556
France	1999.0	Temps_de_soins_donnés_aux_enfants_par_jour_des_femmes_par_rapport_aux_hommes	+27_minutes	0.15
France	1999.0	Temps_de_jardinage_et_bricolage_par_jour_des_femmes_par_rapport_aux_hommes	-29_minutes	0.1611111111
France	1999.0	Temps_libre_par_jour_des_femmes_par_rapport_aux_hommes	-39_minutes	0.2166666667
France	1999.0	Temps_passé_en_trajet_et_transports_des_femmes_par_rapport_aux_hommes	+2_minutes	0.01111111111
France	2010.0	Temps_physiologique_journalier_des_femmes_par_rapport_aux_hommes	+19_minutes	0.1055555556
France	2010.0	Temps_journalier_des_femmes_par_rapport_aux_hommes_dédié_au_travail---_études---_formation	-104_minutes	0.5777777778
France	2010.0	Temps_de_travail_domestique_par_jour_des_femmes_par_rapport_aux_hommes	+108_minutes	0.6
France	2010.0	Temps_de_travail_domestique_ménage_et_courses_par_jour_des_femmes_par_rapport_aux_hommes	+104_minutes	0.5777777778
France	2010.0	Temps_de_soins_donnés_aux_enfants_par_jour_des_femmes_par_rapport_aux_hommes	+26_minutes	0.1444444444
France	2010.0	Temps_de_jardinage_et_bricolage_par_jour_des_femmes_par_rapport_aux_hommes	-22_minutes	0.1222222222
France	2010.0	Temps_libre_par_jour_des_femmes_par_rapport_aux_hommes	-30_minutes	0.1666666667
France	2010.0	Temps_passé_en_trajet_et_transports_des_femmes_par_rapport_aux_hommes_	+7_minutes	0.03888888889
