	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	27.3	0.45399999999999996
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	27.7	0.446
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	27.7	0.446
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	27.7	0.446
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	27.7	0.446
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	27.7	0.446
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	16.4	0.672
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	20.0	0.6
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	20.7	0.586
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	20.7	0.586
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	22.9	0.542
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	27.9	0.442
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	7.7	0.846
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	31.6	0.368
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	31.6	0.368
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	31.6	0.368
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	31.6	0.368
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	25.8	0.484
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	35.7	0.2859999999999999
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	50.0	0.0
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	50.0	0.0
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	39.3	0.21400000000000005
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	32.1	0.358
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	32.1	0.358
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	38.6	0.22799999999999998
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	36.8	0.26400000000000007
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	36.8	0.26400000000000007
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	36.8	0.26400000000000007
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	38.2	0.23599999999999993
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	30.5	0.39
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	10.5	0.79
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	10.5	0.79
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	11.1	0.778
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	11.1	0.778
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	11.1	0.778
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	11.1	0.778
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	38.5	0.23
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	36.6	0.26799999999999996
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	36.2	0.27599999999999997
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	35.8	0.28400000000000003
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	38.9	0.22200000000000003
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	38.9	0.22200000000000003
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	9.2	0.816
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	10.7	0.7859999999999999
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	10.7	0.7859999999999999
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	10.7	0.7859999999999999
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	9.9	0.802
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	18.1	0.638
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	27.3	0.45399999999999996
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	26.0	0.48
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	26.7	0.466
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	26.7	0.466
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	28.7	0.426
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	28.7	0.426
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	27.9	0.442
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	32.2	0.3559999999999999
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	30.6	0.38799999999999996
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	30.6	0.38799999999999996
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	30.6	0.38799999999999996
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	34.4	0.31200000000000006
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	11.4	0.772
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	15.6	0.688
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	15.6	0.688
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	16.9	0.662
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	16.8	0.664
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	16.8	0.664
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	12.2	0.7559999999999999
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	13.2	0.736
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	13.2	0.736
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	13.2	0.736
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	13.2	0.736
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	12.8	0.7440000000000001
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	2.5	0.95
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	10.0	0.8
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	7.5	0.85
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	7.5	0.85
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	7.5	0.85
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	7.5	0.85
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	18.6	0.628
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	6.4	0.872
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	20.0	0.6
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	20.0	0.6
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	20.3	0.594
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	20.3	0.594
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	10.0	0.8
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	16.7	0.6659999999999999
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	16.7	0.6659999999999999
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	16.7	0.6659999999999999
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	16.7	0.6659999999999999
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	16.7	0.6659999999999999
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	31.8	0.364
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	26.6	0.46799999999999997
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	27.3	0.45399999999999996
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	27.3	0.45399999999999996
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	34.5	0.31
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	34.5	0.31
	2010	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	38.0	0.24
	2014	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	41.3	0.17400000000000004
	2015	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	39.3	0.21400000000000005
	2016	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	39.3	0.21400000000000005
	2017	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	38.0	0.24
	2018	Pourcentage_de_sièges_occupés_par_des_femmes_au_parlement_national	38.0	0.24
