Auvergne-Rhône-Alpes	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-20.60pp	1.03
Bourgogne-Franche-Comté	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-19.10pp	0.9550000000000001
Bretagne	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-18.70pp	0.9349999999999999
Centre-Val_de_Loire	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-18.30pp	0.915
Corse	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-15.40pp	0.77
Grand_Est	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-20.20pp	1.01
Hauts-de-France	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-18.00pp	0.9
Ile-de-France	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-18.50pp	0.925
Normandie	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-19.10pp	0.9550000000000001
Nouvelle-Aquitaine	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-17.60pp	0.8800000000000001
Occitanie	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-19.90pp	0.9949999999999999
Pays_de_la_Loire	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-19.30pp	0.9650000000000001
Provence-Alpes-Côte_d-**-Azur	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-20.40pp	1.02
France_métropolitaine	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-18.70pp	0.9349999999999999
Guadeloupe	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-10.80pp	0.54
Martinique	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-11.10pp	0.5549999999999999
Guyane	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-10.40pp	0.52
La_Réunion	2015	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-8.60pp	0.43
Auvergne-Rhône-Alpes	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-20.70pp	1.035
Bourgogne-Franche-Comté	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-19.50pp	0.975
Bretagne	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-18.90pp	0.945
Centre-Val_de_Loire	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-18.30pp	0.915
Corse	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-15.90pp	0.795
Grand_Est	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-20.30pp	1.0150000000000001
Hauts-de-France	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-18.20pp	0.9099999999999999
Ile-de-France	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-18.50pp	0.925
Normandie	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-19.30pp	0.9650000000000001
Nouvelle-Aquitaine	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-17.80pp	0.89
Occitanie	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-19.70pp	0.985
Pays_de_la_Loire	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-19.40pp	0.97
Provence-Alpes-Côte_d-**-Azur	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-20.50pp	1.025
France_métropolitaine	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-18.80pp	0.9400000000000001
Guadeloupe	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-10.80pp	0.54
Martinique	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-10.90pp	0.545
Guyane	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-9.60pp	0.48
La_Réunion	2014	Brecha_mujeres-hommes---_salario_neto_anual_en_equivalente_tiempo_completo	-8.30pp	0.41500000000000004
Auvergne-Rhône-Alpes	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.80pp	1.04
Bourgogne-Franche-Comté	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-21.20pp	1.06
Bretagne	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-21.10pp	1.0550000000000002
Centre-Val_de_Loire	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.60pp	1.03
Corse	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.40pp	1.02
Grand_Est	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.90pp	1.045
Hauts-de-France	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.40pp	1.02
Ile-de-France	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-22.20pp	1.1099999999999999
Normandie	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.80pp	1.04
Nouvelle-Aquitaine	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-21.30pp	1.065
Occitanie	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.90pp	1.045
Pays_de_la_Loire	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.90pp	1.045
Provence-Alpes-Côte_d-**-Azur	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-21.90pp	1.095
France_métropolitaine	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.00pp	1.0
Guadeloupe	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.10pp	1.0050000000000001
Martinique	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-22.10pp	1.105
Guyane	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-18.80pp	0.9400000000000001
La_Réunion	2015	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-19.70pp	0.985
Auvergne-Rhône-Alpes	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-21.20pp	1.06
Bourgogne-Franche-Comté	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-21.40pp	1.0699999999999998
Bretagne	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-21.10pp	1.0550000000000002
Centre-Val_de_Loire	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.90pp	1.045
Corse	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.50pp	1.025
Grand_Est	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-21.20pp	1.06
Hauts-de-France	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.90pp	1.045
Ile-de-France	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-22.00pp	1.1
Normandie	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-21.40pp	1.0699999999999998
Nouvelle-Aquitaine	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-21.80pp	1.09
Occitanie	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.70pp	1.035
Pays_de_la_Loire	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-21.00pp	1.05
Provence-Alpes-Côte_d-**-Azur	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-21.90pp	1.095
France_métropolitaine	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.00pp	1.0
Guadeloupe	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-21.70pp	1.085
Martinique	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-21.90pp	1.095
Guyane	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.10pp	1.0050000000000001
La_Réunion	2014	Brecha_mujeres-hommes---_salario_de_cadres_neto_anual_en_equivalente_tiempo_completo	-20.10pp	1.0050000000000001
Auvergne-Rhône-Alpes	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-27.00pp	1.35
Bourgogne-Franche-Comté	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-26.00pp	1.3
Bretagne	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-25.00pp	1.25
Centre-Val_de_Loire	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-24.00pp	1.2
Corse	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-21.00pp	1.05
Grand_Est	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-27.00pp	1.35
Hauts-de-France	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-25.00pp	1.25
Ile-de-France	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-23.00pp	1.15
Normandie	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-26.00pp	1.3
Nouvelle-Aquitaine	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-23.00pp	1.15
Occitanie	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-26.00pp	1.3
Pays_de_la_Loire	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-27.00pp	1.35
Provence-Alpes-Côte_d-**-Azur	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-26.00pp	1.3
France_métropolitaine	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-25.00pp	1.25
Guadeloupe	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-14.00pp	0.7
Martinique	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-15.00pp	0.75
Guyane	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-13.00pp	0.65
La_Réunion	2015	Brecha_mujeres-hommes---_salario_neto_anual_promedio	-12.00pp	0.6
