Auvergne-Rhône-Alpes	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-20.80 pp	0.20800000000000002
Bourgogne-Franche-Comté	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-25.30 pp	0.253
Bretagne	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-20.50 pp	0.205
Centre-Val_de_Loire	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-23.80 pp	0.23800000000000002
Corse	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-17.10 pp	0.171
Grand_Est	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-23.00 pp	0.23
Hauts-de-France	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-22.20 pp	0.222
Ile-de-France	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-13.60 pp	0.136
Normandie	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-23.90 pp	0.239
Nouvelle-Aquitaine	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-22.00 pp	0.22
Occitanie	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-20.20 pp	0.20199999999999999
Pays_de_la_Loire	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-21.70 pp	0.217
Provence-Alpes-Côte_d-**-Azur	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-16.90 pp	0.16899999999999998
France_métropolitaine	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-20.00 pp	0.2
Guadeloupe	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-27.60 pp	0.276
Martinique	2015	Brecha_mujeres-hommes---_jefes_de_familia_monoparentales_propietarios	-27.10 pp	0.271
