"COU","Pays","IND","Indicateur","SEX","Sexe","AGE","Age Group","TIME","Temps","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australie","EDU_10_READ","PISA scores, Reading","BOYS","Boys","TOTAL","Total","2000","2000","AVSCORE","Score moyen","0","Unités",,,513,,
"AUS","Australie","EDU_10_READ","PISA scores, Reading","BOYS","Boys","TOTAL","Total","2003","2003","AVSCORE","Score moyen","0","Unités",,,506,,
"AUS","Australie","EDU_10_READ","PISA scores, Reading","BOYS","Boys","TOTAL","Total","2006","2006","AVSCORE","Score moyen","0","Unités",,,495,,
"AUS","Australie","EDU_10_READ","PISA scores, Reading","BOYS","Boys","TOTAL","Total","2009","2009","AVSCORE","Score moyen","0","Unités",,,496,,
"AUS","Australie","EDU_10_READ","PISA scores, Reading","GIRLS","Girls","TOTAL","Total","2000","2000","AVSCORE","Score moyen","0","Unités",,,546,,
"AUS","Australie","EDU_10_READ","PISA scores, Reading","GIRLS","Girls","TOTAL","Total","2003","2003","AVSCORE","Score moyen","0","Unités",,,545,,
"AUS","Australie","EDU_10_READ","PISA scores, Reading","GIRLS","Girls","TOTAL","Total","2006","2006","AVSCORE","Score moyen","0","Unités",,,532,,
"AUS","Australie","EDU_10_READ","PISA scores, Reading","GIRLS","Girls","TOTAL","Total","2009","2009","AVSCORE","Score moyen","0","Unités",,,533,,
"AUS","Australie","EDU_10_MATH","PISA scores, Mathematics","BOYS","Boys","TOTAL","Total","2003","2003","AVSCORE","Score moyen","0","Unités",,,527,,
"AUS","Australie","EDU_10_MATH","PISA scores, Mathematics","BOYS","Boys","TOTAL","Total","2006","2006","AVSCORE","Score moyen","0","Unités",,,527,,
"AUS","Australie","EDU_10_MATH","PISA scores, Mathematics","BOYS","Boys","TOTAL","Total","2009","2009","AVSCORE","Score moyen","0","Unités",,,519,,
"AUS","Australie","EDU_10_MATH","PISA scores, Mathematics","GIRLS","Girls","TOTAL","Total","2003","2003","AVSCORE","Score moyen","0","Unités",,,522,,
"AUS","Australie","EDU_10_MATH","PISA scores, Mathematics","GIRLS","Girls","TOTAL","Total","2006","2006","AVSCORE","Score moyen","0","Unités",,,513,,
"AUS","Australie","EDU_10_MATH","PISA scores, Mathematics","GIRLS","Girls","TOTAL","Total","2009","2009","AVSCORE","Score moyen","0","Unités",,,509,,
"AUS","Australie","EDU_10_SCI","PISA scores, Science","BOYS","Boys","TOTAL","Total","2006","2006","AVSCORE","Score moyen","0","Unités",,,527,,
"AUS","Australie","EDU_10_SCI","PISA scores, Science","BOYS","Boys","TOTAL","Total","2009","2009","AVSCORE","Score moyen","0","Unités",,,527,,
"AUS","Australie","EDU_10_SCI","PISA scores, Science","GIRLS","Girls","TOTAL","Total","2006","2006","AVSCORE","Score moyen","0","Unités",,,527,,
"AUS","Australie","EDU_10_SCI","PISA scores, Science","GIRLS","Girls","TOTAL","Total","2009","2009","AVSCORE","Score moyen","0","Unités",,,528,,
"AUS","Australie","EDU_11_READ","Top performers, Reading","BOYS","Boys","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,9.8,,
"AUS","Australie","EDU_11_READ","Top performers, Reading","GIRLS","Girls","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,15.6,,
"AUS","Australie","EDU_11_MATH","Top performers, Mathematics","BOYS","Boys","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,18.6,,
"AUS","Australie","EDU_11_MATH","Top performers, Mathematics","GIRLS","Girls","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,14.4,,
"AUS","Australie","EDU_11_SCI","Top performers, Science","BOYS","Boys","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,15.8,,
"AUS","Australie","EDU_11_SCI","Top performers, Science","GIRLS","Girls","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,13.4,,
"AUS","Australie","EDU_12_READ","Low-achieving students, Reading","BOYS","Boys","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,19.017,,
"AUS","Australie","EDU_12_READ","Low-achieving students, Reading","GIRLS","Girls","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,9.073,,
"AUS","Australie","EDU_12_MATH","Low-achieving students, Mathematics","BOYS","Boys","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,18.273,,
"AUS","Australie","EDU_12_MATH","Low-achieving students, Mathematics","GIRLS","Girls","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,21.146,,
"AUS","Australie","EDU_12_SCI","Low-achieving students, Science","BOYS","Boys","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,13.924,,
"AUS","Australie","EDU_12_SCI","Low-achieving students, Science","GIRLS","Girls","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,13.35,,
"AUT","Autriche","EDU_10_READ","PISA scores, Reading","BOYS","Boys","TOTAL","Total","2000","2000","AVSCORE","Score moyen","0","Unités",,,476,,
"AUT","Autriche","EDU_10_READ","PISA scores, Reading","BOYS","Boys","TOTAL","Total","2003","2003","AVSCORE","Score moyen","0","Unités",,,467,,
"AUT","Autriche","EDU_10_READ","PISA scores, Reading","BOYS","Boys","TOTAL","Total","2006","2006","AVSCORE","Score moyen","0","Unités",,,468,,
"AUT","Autriche","EDU_10_READ","PISA scores, Reading","GIRLS","Girls","TOTAL","Total","2000","2000","AVSCORE","Score moyen","0","Unités",,,509,,
"AUT","Autriche","EDU_10_READ","PISA scores, Reading","GIRLS","Girls","TOTAL","Total","2003","2003","AVSCORE","Score moyen","0","Unités",,,514,,
"AUT","Autriche","EDU_10_READ","PISA scores, Reading","GIRLS","Girls","TOTAL","Total","2006","2006","AVSCORE","Score moyen","0","Unités",,,513,,
"AUT","Autriche","EDU_10_MATH","PISA scores, Mathematics","BOYS","Boys","TOTAL","Total","2003","2003","AVSCORE","Score moyen","0","Unités",,,509,,
"AUT","Autriche","EDU_10_MATH","PISA scores, Mathematics","BOYS","Boys","TOTAL","Total","2006","2006","AVSCORE","Score moyen","0","Unités",,,517,,
"AUT","Autriche","EDU_10_MATH","PISA scores, Mathematics","GIRLS","Girls","TOTAL","Total","2003","2003","AVSCORE","Score moyen","0","Unités",,,502,,
