COU,Pays,IND,Indicateur,SEX,Sexe,AGE,Age Group,TIME,Temps,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",MEN,Homme,55PLUS,55+,2001,2001,PC,Pourcentage,0,Unités,,,3.7,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",MEN,Homme,55PLUS,55+,2002,2002,PC,Pourcentage,0,Unités,,,3.7,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",MEN,Homme,55PLUS,55+,2003,2003,PC,Pourcentage,0,Unités,,,3.8,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",MEN,Homme,55PLUS,55+,2004,2004,PC,Pourcentage,0,Unités,,,3.6,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",MEN,Homme,55PLUS,55+,2005,2005,PC,Pourcentage,0,Unités,,,3.6,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",MEN,Homme,55PLUS,55+,2006,2006,PC,Pourcentage,0,Unités,,,3.2,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",MEN,Homme,55PLUS,55+,2007,2007,PC,Pourcentage,0,Unités,,,3.5,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",MEN,Homme,55PLUS,55+,2008,2008,PC,Pourcentage,0,Unités,,,3.4,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",MEN,Homme,55PLUS,55+,2009,2009,PC,Pourcentage,0,Unités,,,4.0,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",MEN,Homme,55PLUS,55+,2010,2010,PC,Pourcentage,0,Unités,,,4.2,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",MEN,Homme,55PLUS,55+,2011,2011,PC,Pourcentage,0,Unités,,,3.8,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",MEN,Homme,55PLUS,55+,2012,2012,PC,Pourcentage,0,Unités,,,4.3,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",WOMEN,Femme,55PLUS,55+,2001,2001,PC,Pourcentage,0,Unités,,,5.9,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",WOMEN,Femme,55PLUS,55+,2002,2002,PC,Pourcentage,0,Unités,,,6.0,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",WOMEN,Femme,55PLUS,55+,2003,2003,PC,Pourcentage,0,Unités,,,6.2,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",WOMEN,Femme,55PLUS,55+,2004,2004,PC,Pourcentage,0,Unités,,,5.8,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",WOMEN,Femme,55PLUS,55+,2005,2005,PC,Pourcentage,0,Unités,,,5.9,,
AUS,Australie,EMP6,"Part des employés à temps partiel involontaire, par sexe et groupe d'âge",WOMEN,Femme,55PLUS,55+,2006,2006,PC,Pourcentage,0,Unités,,,5.4,,
