COU,Pays,IND,Indicateur,SEX,Sexe,AGE,Age Group,TIME,Temps,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,1998,1998,PC,Pourcentage,0,Unités,,,4.2,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,4.3,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,3.9,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,6.0,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,5.8,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,4.8,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,5.1,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,4.4,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,4.9,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,5.0,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",WOMEN,Femme,TOTAL,Total,1998,1998,PC,Pourcentage,0,Unités,,,5.0,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",WOMEN,Femme,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,5.4,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",WOMEN,Femme,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,4.8,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",WOMEN,Femme,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,7.5,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",WOMEN,Femme,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,6.9,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",WOMEN,Femme,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,6.1,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",WOMEN,Femme,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,6.1,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",WOMEN,Femme,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,6.2,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",WOMEN,Femme,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,6.5,,
AUS,Australie,EMP8,"Part des employés temporaires, par sexe",WOMEN,Femme,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,6.0,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,1995,1995,PC,Pourcentage,0,Unités,,,5.7,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,1996,1996,PC,Pourcentage,0,Unités,,,6.3,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,1997,1997,PC,Pourcentage,0,Unités,,,6.0,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,1998,1998,PC,Pourcentage,0,Unités,,,7.9,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,1999,1999,PC,Pourcentage,0,Unités,,,8.1,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,7.6,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,7.0,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,7.3,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,7.5,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,9.2,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,9.2,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,9.0,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,8.7,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,8.8,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,9.2,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,9.8,,
AUT,Autriche,EMP8,"Part des employés temporaires, par sexe",MEN,Homme,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,9.6,,
