COU,Pays,IND,Indicateur,SEX,Sexe,AGE,Age Group,TIME,Temps,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
BRA,Brésil,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,2001,2001,PC,Pourcentage,0,Unités,,,14.657,,
FIN,Finlande,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,2009,2009,PC,Pourcentage,0,Unités,,,21.91,,
DNK,Danemark,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,2003,2003,PC,Pourcentage,0,Unités,,,9.19,,
IRL,Irlande,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,2009,2009,PC,Pourcentage,0,Unités,,,32.764,,
NZL,Nouvelle-Zélande,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,1999,1999,PC,Pourcentage,0,Unités,,,15.227,,
GBR,Royaume-Uni,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,2005,2005,PC,Pourcentage,0,Unités,,,10.606,,
POL,Pologne,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,1999,1999,PC,Pourcentage,0,Unités,,,31.986,,
PRT,Portugal,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,2005,2005,PC,Pourcentage,0,Unités,,,19.152,,
ISL,Islande,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,2003,2003,PC,Pourcentage,0,Unités,,,9.389,,
KOR,Corée,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,2012,2012,PC,Pourcentage,0,Unités,,,8.535,,
JPN,Japon,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,2006,2006,PC,Pourcentage,0,Unités,,,7.166,,
ISR,Israël,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,1994,1994,PC,Pourcentage,0,Unités,,,14.548,,
TUR,Turquie,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,1999,1999,PC,Pourcentage,0,Unités,,,13.98,,
NOR,Norvège,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,1996,1996,PC,Pourcentage,0,Unités,,,12.69,,
CAN,Canada,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,1994,1994,PC,Pourcentage,0,Unités,,,13.679,,
ISR,Israël,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,2011,2011,PC,Pourcentage,0,Unités,,,11.912,,
NOR,Norvège,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,2010,2010,PC,Pourcentage,0,Unités,,,7.666,,
DNK,Danemark,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,2000,2000,PC,Pourcentage,0,Unités,,,6.777,,
IRL,Irlande,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,2006,2006,PC,Pourcentage,0,Unités,,,10.025,,
FRA,France,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,1995,1995,PC,Pourcentage,0,Unités,,,20.91,,
EST,Estonie,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,1998,1998,PC,Pourcentage,0,Unités,,,16.055999999999997,,
CZE,République tchèque,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,2000,2000,PC,Pourcentage,0,Unités,,,16.669,,
FIN,Finlande,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,2010,2010,PC,Pourcentage,0,Unités,,,18.868,,
POL,Pologne,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,2012,2012,PC,Pourcentage,0,Unités,,,24.078000000000003,,
AUS,Australie,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,2009,2009,PC,Pourcentage,0,Unités,,,10.350999999999999,,
HUN,Hongrie,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,1997,1997,PC,Pourcentage,0,Unités,,,16.910999999999998,,
FIN,Finlande,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,1996,1996,PC,Pourcentage,0,Unités,,,26.016,,
CAN,Canada,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,1990,1990,PC,Pourcentage,0,Unités,,,13.535,,
ISR,Israël,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,1998,1998,PC,Pourcentage,0,Unités,,,17.692999999999998,,
HUN,Hongrie,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,2004,2004,PC,Pourcentage,0,Unités,,,14.432,,
GBR,Royaume-Uni,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,2002,2002,PC,Pourcentage,0,Unités,,,9.152000000000001,,
NLD,Pays-Bas,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,1990,1990,PC,Pourcentage,0,Unités,,,10.014,,
SVN,Slovénie,EMP3,"Taux de chômage, par sexe et groupe d'âge",WOMEN,Femme,1524,15-24,2003,2003,PC,Pourcentage,0,Unités,,,19.798,,
NLD,Pays-Bas,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,1996,1996,PC,Pourcentage,0,Unités,,,11.044,,
ISL,Islande,EMP3,"Taux de chômage, par sexe et groupe d'âge",MEN,Homme,1524,15-24,2000,2000,PC,Pourcentage,0,Unités,,,5.727,,
