COU,Pays,IND,Indicateur,SEX,Sexe,AGE,Age Group,TIME,Temps,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,11.7,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,12.0,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,12.2,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,12.0,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,12.0,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,12.2,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,12.3,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,12.3,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,13.2,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,13.5,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,13.2,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,13.1,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,38.8,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,39.1,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,39.4,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,38.4,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,38.7,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,38.3,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,37.7,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,37.7,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,38.2,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,38.6,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,38.4,,
AUS,Australie,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,38.2,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1995,1995,PC,Pourcentage,0,Unités,,,3.1,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1996,1996,PC,Pourcentage,0,Unités,,,2.6,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1997,1997,PC,Pourcentage,0,Unités,,,2.6,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1998,1998,PC,Pourcentage,0,Unités,,,2.7,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1999,1999,PC,Pourcentage,0,Unités,,,2.8,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,2.4,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,2.8,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,2.9,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,3.1,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,3.8,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,4.9,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,5.1,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,5.6,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,6.4,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,6.8,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,7.2,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,7.0,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,7.1,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,1995,1995,PC,Pourcentage,0,Unités,,,21.6,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,1996,1996,PC,Pourcentage,0,Unités,,,21.7,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,1997,1997,PC,Pourcentage,0,Unités,,,21.3,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,1998,1998,PC,Pourcentage,0,Unités,,,22.8,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,1999,1999,PC,Pourcentage,0,Unités,,,24.4,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,23.9,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,25.3,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,26.1,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,26.7,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,29.3,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,30.3,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,31.2,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,31.4,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,31.3,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,32.4,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,33.0,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,32.8,,
AUT,Autriche,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,33.5,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1990,1990,PC,Pourcentage,0,Unités,,,4.4,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1991,1991,PC,Pourcentage,0,Unités,,,4.7,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1992,1992,PC,Pourcentage,0,Unités,,,3.9,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1993,1993,PC,Pourcentage,0,Unités,,,4.3,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1994,1994,PC,Pourcentage,0,Unités,,,4.4,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1995,1995,PC,Pourcentage,0,Unités,,,4.3,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1996,1996,PC,Pourcentage,0,Unités,,,4.4,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1997,1997,PC,Pourcentage,0,Unités,,,4.4,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1998,1998,PC,Pourcentage,0,Unités,,,4.7,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1999,1999,PC,Pourcentage,0,Unités,,,7.3,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,6.9,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,5.5,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,5.8,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,6.2,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,6.4,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,6.7,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,6.2,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,6.4,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,6.3,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,6.6,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,6.7,,
BEL,Belgique,EMP5,"Part des employés à temps partiel, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,7.0,,
