COU,Pays,IND,Indicateur,SEX,Sexe,AGE,Age Group,TIME,Temps,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1990,1990,PC,Pourcentage,0,Unités,,,75.593,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1991,1991,PC,Pourcentage,0,Unités,,,74.645,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1992,1992,PC,Pourcentage,0,Unités,,,74.134,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1993,1993,PC,Pourcentage,0,Unités,,,73.547,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1994,1994,PC,Pourcentage,0,Unités,,,73.608,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1995,1995,PC,Pourcentage,0,Unités,,,73.809,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1996,1996,PC,Pourcentage,0,Unités,,,73.579,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1997,1997,PC,Pourcentage,0,Unités,,,73.00399999999999,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1998,1998,PC,Pourcentage,0,Unités,,,72.699,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,1999,1999,PC,Pourcentage,0,Unités,,,72.24,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,72.095,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,71.86399999999999,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,71.79,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,71.541,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,71.512,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,72.087,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,72.238,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,72.51100000000001,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,72.62,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,72.304,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,72.361,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,72.172,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",MEN,Homme,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,71.72800000000001,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,1990,1990,PC,Pourcentage,0,Unités,,,52.245,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,1991,1991,PC,Pourcentage,0,Unités,,,51.979,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,1992,1992,PC,Pourcentage,0,Unités,,,51.94,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,1993,1993,PC,Pourcentage,0,Unités,,,51.702,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,1994,1994,PC,Pourcentage,0,Unités,,,52.597,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,1995,1995,PC,Pourcentage,0,Unités,,,53.601000000000006,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,1996,1996,PC,Pourcentage,0,Unités,,,53.791000000000004,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,1997,1997,PC,Pourcentage,0,Unités,,,53.582,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,1998,1998,PC,Pourcentage,0,Unités,,,53.638999999999996,,
AUS,Australie,EMP1,"Taux d'activité, par sexe et groupe d'âge",WOMEN,Femme,TOTAL,Total,1999,1999,PC,Pourcentage,0,Unités,,,53.629,,
