"COU","Pays","IND","Indicateur","SEX","Sexe","AGE","Age Group","TIME","Temps","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australie","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2000","2000",,,"0","Unités",,,17.2,,
"AUS","Australie","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2005","2005",,,"0","Unités",,,15.8,,
"AUS","Australie","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2010","2010",,,"0","Unités",,,14,,
"AUS","Australie","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2011","2011",,,"0","Unités",,,16,,
"AUS","Australie","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2012","2012",,,"0","Unités",,,13.8,,
"AUS","Australie","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2013","2013",,,"0","Unités",,,18,,
"AUS","Australie","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2014","2014",,,"0","Unités",,,15.4,,
"AUS","Australie","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2015","2015",,,"0","Unités",,,13,,
"AUS","Australie","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2016","2016",,,"0","Unités",,,11.5,,
"AUS","Australie","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2017","2017",,,"0","Unités",,,11.7,,
"AUS","Australie","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2018","2018",,,"0","Unités",,,11.7,,
"AUT","Autriche","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2000","2000",,,"0","Unités",,,23.1,,
"AUT","Autriche","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2005","2005",,,"0","Unités",,,22,,
"AUT","Autriche","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2010","2010",,,"0","Unités",,,19.2,,
"AUT","Autriche","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2011","2011",,,"0","Unités",,,18.6,,
"AUT","Autriche","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2012","2012",,,"0","Unités",,,18.2,,
"AUT","Autriche","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2013","2013",,,"0","Unités",,,18.1,,
"AUT","Autriche","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2014","2014",,,"0","Unités",,,17.7,,
"AUT","Autriche","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2015","2015",,,"0","Unités",,,17,,
"AUT","Autriche","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2016","2016",,,"0","Unités",,,15.7,,
"AUT","Autriche","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2017","2017",,,"0","Unités",,,15.4,,
"AUT","Autriche","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2018","2018",,,"0","Unités",,,14.9,,
"BEL","Belgique","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2000","2000",,,"0","Unités",,,13.6,,
"BEL","Belgique","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2005","2005",,,"0","Unités",,,11.5,,
"BEL","Belgique","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2010","2010",,,"0","Unités",,,7,,
"BEL","Belgique","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2011","2011",,,"0","Unités",,,5.8,,
"BEL","Belgique","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2012","2012",,,"0","Unités",,,6.4,,
"BEL","Belgique","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2013","2013",,,"0","Unités",,,5.9,,
"BEL","Belgique","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2014","2014",,,"0","Unités",,,3.3,,
"BEL","Belgique","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2015","2015",,,"0","Unités",,,4.7,,
"BEL","Belgique","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2016","2016",,,"0","Unités",,,3.7,,
"BEL","Belgique","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2017","2017",,,"0","Unités",,,4.2,,
"CAN","Canada","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2000","2000",,,"0","Unités",,,23.9,,
"CAN","Canada","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2005","2005",,,"0","Unités",,,21.3,,
"CAN","Canada","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2010","2010",,,"0","Unités",,,19,,
"CAN","Canada","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2011","2011",,,"0","Unités",,,19.2,,
"CAN","Canada","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2012","2012",,,"0","Unités",,,19.5,,
"CAN","Canada","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2013","2013",,,"0","Unités",,,19.3,,
"CAN","Canada","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2014","2014",,,"0","Unités",,,19.2,,
"CAN","Canada","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2015","2015",,,"0","Unités",,,18.6,,
"CAN","Canada","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2016","2016",,,"0","Unités",,,18.2,,
"CAN","Canada","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2017","2017",,,"0","Unités",,,18.2,,
"CAN","Canada","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2018","2018",,,"0","Unités",,,18.5,,
"CAN","Canada","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2019","2019",,,"0","Unités",,,17.6,,
"CZE","République tchèque","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2005","2005",,,"0","Unités",,,15.9,,
"CZE","République tchèque","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2010","2010",,,"0","Unités",,,15.8,,
"CZE","République tchèque","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2011","2011",,,"0","Unités",,,16.3,,
"CZE","République tchèque","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2012","2012",,,"0","Unités",,,15.3,,
"CZE","République tchèque","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2013","2013",,,"0","Unités",,,15.4,,
"CZE","République tchèque","EMP9_5","Écart salarial entre femmes et hommes à la médiane","ALL_PERSONS","Total","TOTAL","Total","2014","2014",,,"0","Unités",,,16.3,,
