COU,Pays,IND,Indicateur,SEX,Sexe,AGE,Age Group,TIME,Temps,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,6.0,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,5.8,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,5.5,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,4.9,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,4.6,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,4.5,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,4.3,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,4.2,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,4.2,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,4.1,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,4.0,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,3.6,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,3.4,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,3.5,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,3.0,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,2.6,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,2.7,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,2.5,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,2.4,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,2.3,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,2.2,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,2.2,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,2.3,,
AUS,Australie,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,1.9,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,5.8,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,5.4,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,5.5,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,5.3,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,4.9,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,5.3,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,5.2,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,5.5,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,5.3,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,5.4,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,5.4,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,5.2,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,6.4,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,6.3,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,6.1,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,5.8,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,4.9,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,5.3,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,5.3,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,5.6,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,5.2,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,5.2,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,5.0,,
AUT,Autriche,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",WOMEN,Femme,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,4.7,,
BEL,Belgique,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,2.0,,
BEL,Belgique,EMP13_A,"Part de l'emploi dans l'agriculture, par sexe ",MEN,Homme,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,1.9,,
