Corse	2014°	Salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-15.9%	0.795
Centre_Val_de_Loire	2014°	Salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-18.3%	0.915
Bretagne	2014°	Salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-18.9%	0.945
Grand_Est	2014°	Salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.3%	1.0150000000000001
Auvergne_Rhône-Alpes	2014°	Salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.7%	1.035
Bourgogne_Franche-Comté	2015°	Salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-19.1%	0.9550000000000001
Bretagne	2015°	Salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-18.7%	0.9349999999999999
Centre_Val_de_Loire	2015°	Salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-18.3%	0.915
Bourgogne_Franche-Comté	2014°	Salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-19.5%	0.975
Occitanie	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.7%	1.035
La_Réunion	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.1%	1.0050000000000001
Guyane	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.1%	1.0050000000000001
Martinique	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-21.9%	1.095
Guadeloupe	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-21.7%	1.085
France_métropolitaine	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.0%	1.0
Provence_Alpes_Côte_d*Azur	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-21.9%	1.095
Pays_de_la_Loire	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-21.0%	1.05
Nouvelle-Aquitaine	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-21.8%	1.09
Corse	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.5%	1.025
Ile-de-France	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-22.0%	1.1
Auvergne_Rhône-Alpes	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.8%	1.04
Bourgogne_Franche-Comté	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-21.2%	1.06
Bretagne	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-21.1%	1.0550000000000002
Centre_Val_de_Loire	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.6%	1.03
Corse	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.4%	1.02
Grand_Est	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.9%	1.045
Hauts-de-France	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.4%	1.02
Ile-de-France	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-22.2%	1.1099999999999999
Nouvelle-Aquitaine	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-21.3%	1.065
Occitanie	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.9%	1.045
Pays_de_la_Loire	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.9%	1.045
Provence_Alpes_Côte_d*Azur	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-21.9%	1.095
France_métropolitaine	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.0%	1.0
Guadeloupe	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.1%	1.0050000000000001
Martinique	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-22.1%	1.105
Guyane	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-18.8%	0.9400000000000001
La_Réunion	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-19.7%	0.985
Auvergne_Rhône-Alpes	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-21.2%	1.06
Bourgogne_Franche-Comté	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-21.4%	1.0699999999999998
Bretagne	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-21.1%	1.0550000000000002
Centre_Val_de_Loire	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.9%	1.045
Grand_Est	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-21.2%	1.06
Hauts-de-France	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.9%	1.045
Normandie	2014°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-21.4%	1.0699999999999998
Normandie	2015°	Cadres=_salaire_net_annuel_moyen_en_EQTP_des_femmes_par_rapport_aux_hommes	-20.8%	1.04
