Afghanistan	2012°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+30.7p%	3.0700000000000003
Bangladesh	2010°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+49.2p%	4.9239999999999995
Bangladesh	2011°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+8.6p%	0.861
Bangladesh	2013°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+45.0p%	4.502000000000001
Bangladesh	2016°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+33.0p%	3.2960000000000003
Bangladesh	2017°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+25.0p%	2.497
Bhoutan	2010°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+13.8p%	1.3809999999999996
Bhoutan	2011°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+13.1p%	1.315
Bhoutan	2012°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+30.8p%	3.081
Bhoutan	2014°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+27.4p%	2.7409999999999997
Bhoutan	2015°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+23.6p%	2.361
Sri_Lanka	2010°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+18.0p%	1.798
Sri_Lanka	2011°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+18.8p%	1.884
Sri_Lanka	2012°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+15.7p%	1.5710000000000002
Sri_Lanka	2013°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+17.5p%	1.754
Sri_Lanka	2014°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+17.7p%	1.7740000000000002
Inde	2010°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+21.0p%	2.097
Inde	2012°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+21.2p%	2.121
Iran	2010°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+22.6p%	2.2619999999999996
Iran	2014°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+17.1p%	1.707
Iran	2015°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+17.5p%	1.752
Iran	2016°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+17.3p%	1.732
Maldives	2014°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+6.0p%	0.602
Maldives	2016°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+1.6p%	0.16
Pakistan	2010°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+48.1p%	4.81
Pakistan	2011°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+46.5p%	4.648000000000001
Pakistan	2013°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+44.7p%	4.468999999999999
Pakistan	2014°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+39.8p%	3.979
Pakistan	2015°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+40.2p%	4.02
Pakistan	2016°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+39.7p%	3.970999999999999
Albanie	2010°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+30.0p%	3.004
Albanie	2011°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+21.1p%	2.114
Albanie	2012°	Personnes_en_emploi_contribuant_au_travail_familial=_part_de_femmes_par_rapport_aux_hommes	+24.9p%	2.494
