Colombie	2013°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+124 min	0.5175000000000001
Colombie	2013°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+159 min	0.6649997999999999
Colombie	2013°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+130 min	0.5425002
Costa_Rica	2017°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+119 min	0.4992
Costa_Rica	2017°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+153 min	0.6383748000000001
Costa_Rica	2017°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+130 min	0.5430252000000001
Mexique	2014°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+129 min	0.5381153999999999
Mexique	2014°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+173 min	0.7236468
Mexique	2014°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+141 min	0.5880468
Paraguay	2016°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+65 min	0.2748252
Paraguay	2016°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+95 min	0.397875
Paraguay	2016°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+76 min	0.3191748
Pérou	2010°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+123 min	0.5148498
Pérou	2010°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+166 min	0.6941748000000001
Pérou	2010°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+135 min	0.564
Kazakhstan	2018°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+121 min	0.5083248
Kazakhstan	2018°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+85 min	0.35417519999999997
Kazakhstan	2018°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+109 min	0.45417540000000006
Palestine	2013°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+83 min	0.3499998000000001
Palestine	2013°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+43 min	0.17917499999999997
Palestine	2013°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+72 min	0.30415020000000004
Qatar	2013°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+33 min	0.13750020000000002
Turquie	2015°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+114 min	0.4787502
Laos	2017°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+6 min	0.02837519999999999
Laos	2017°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+4 min	0.018900000000000028
Laos	2017°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+5 min	0.021800399999999998
République_de_Corée	2014°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+128 min	0.5374998
République_de_Corée	2014°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+121 min	0.5082504
République_de_Corée	2014°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+127 min	0.5292498
Mongolie	2015°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+124 min	0.5196750000000001
Mongolie	2015°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+113 min	0.47149979999999997
Mongolie	2015°	Âge_65_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+120 min	0.50355
Albanie	2011°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+198 min	0.8291502000000001
Albanie	2011°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+256 min	1.0666746
Albanie	2011°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+225 min	0.9375
Biélorussie	2015°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+116 min	0.4874999999999998
Estonie	2010°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+73 min	0.30417479999999997
Finlande	2010°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+46 min	0.19375019999999998
Finlande	2010°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+79 min	0.33100019999999997
Finlande	2010°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+51 min	0.2157503999999999
Allemagne	2013°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+71 min	0.29699999999999993
Allemagne	2013°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+74 min	0.3084996
Allemagne	2013°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+71 min	0.2992499999999999
Grèce	2014°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+140 min	0.5833499999999999
Grèce	2014°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+162 min	0.675
Grèce	2014°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+146 min	0.6124997999999999
Hongrie	2010°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+102 min	0.4285002
Hongrie	2010°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+116 min	0.4869246
Hongrie	2010°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+106 min	0.4455
Japon	2011°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+152 min	0.6333498
Japon	2016°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+142 min	0.591675
Luxembourg	2014°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+91 min	0.3833250000000001
Moldavie	2012°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+96 min	0.4004004000000001
Moldavie	2012°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+111 min	0.46599959999999996
Moldavie	2012°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+98 min	0.40879979999999994
Pologne	2013°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+83 min	0.3459995999999999
Pologne	2013°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+103 min	0.4332504000000001
Pologne	2013°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+90 min	0.37900020000000006
Roumanie	2012°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+119 min	0.4958502
Roumanie	2012°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+130 min	0.5458253999999999
Roumanie	2012°	Âge_10_ans_et_plus=_Nombre_d*heures_en_moyenne_de_travail_domestique_non_payées=_femmes_par_rapport_aux_hommes	+126 min	0.5250000000000001
